alert_id,ip_address,ip_address_v6,mac_address,report_date,assigned_to,severity,incident_type,description,suggested_solution,recommended_playbook
435,116.194.179.89,94e9:3653:238a:acb7:3e7b:979b:402f:b4a5,5B-73-0F-BD-05-A7,1/12/2022,Morty (Lvl 1 Analyst),Medium,Passive Threat Detection (Maicious URL),"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.","Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",Enrich-Sentinel-Incident-AlienVault-OTX
436,30.198.8.116,af9d:2fae:52bc:8ec2:1129:4edb:2afa:e038,23-BF-93-5A-E8-D1,2/13/2022,Morty (Lvl 1 Analyst),Critical,Active Threat Hunting,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.","Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",Export-Incidents-With-Comments
437,176.227.121.181,7483:5c4d:c613:7bec:6957:f81d:4b56:fb44,94-51-C2-56-6C-F2,11/29/2021,Rick (Lvl 3 Analyst),Medium,Passive Threat Detection (Traffic from known Bad IP),"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.","Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",Restrict-MDEUrl
438,51.11.113.168,8bb4:a9b7:afb6:c731:d556:78f4:3002:f2ec,34-A0-60-05-51-D6,9/30/2021,Rick (Lvl 3 Analyst),Critical,Passive Threat Detection (Traffic from known Bad IP),"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.","Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",AutoConnect-ASCSubscriptions
439,220.16.13.115,7f8a:8c50:9a4b:746c:d6cd:7b32:df0e:ccd9,6B-C5-40-E8-36-75,7/19/2021,Rick (Lvl 3 Analyst),Critical,Incident Response (Phishing),In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",Incident-Email-Notification
440,254.234.73.40,39f2:ffe3:a09a:6af9:caa5:9e60:80f9:adc8,3D-91-F4-7D-BC-6B,1/19/2022,Morty (Lvl 1 Analyst),Mild,Active Threat Hunting,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.","Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",AutoConnect-ASCSubscriptions
441,149.53.151.177,2d50:b91f:ce31:278f:3c54:ab49:9cd6:7cd4,B7-5D-D3-46-F7-CB,6/22/2021,Rick (Lvl 3 Analyst),Mild,Active Threat Hunting,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,Send-IngestionCostAlert
442,170.238.155.14,59f5:3e1d:8056:3e97:55f1:6615:5d84:f0fc,B1-A7-EF-5A-36-35,10/2/2021,Rick (Lvl 3 Analyst),Critical,Infrastructure Maintenance/Development,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.","Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",Restrict-MDEDomain
443,165.234.52.212,fdb9:10fb:1e71:f6e0:9ea7:57eb:2cbc:cc50,CE-91-FA-08-47-31,2/27/2022,Summer (Lvl 2 Analyst),Critical,Active Threat Hunting,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.","Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",Restrict-MDEAppExecution
444,121.249.174.55,9abe:1a0a:6b1e:a2b3:ceea:384e:e3f8:135,4E-01-B0-7C-B4-25,1/21/2022,Rick (Lvl 3 Analyst),Critical,Passive Threat Detection (Failed Brute Force Attempt),"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.","Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Restrict-MDEUrl
445,48.208.218.218,7391:f529:adbd:2a79:ecf2:37ea:f88:115b,D0-CD-C1-1B-21-54,3/5/2022,Morty (Lvl 1 Analyst),Critical,Active Threat Hunting,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.","Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",Create-Zendesk-Ticket
446,172.163.223.166,d96d:28d0:7147:79eb:7cb0:a01e:47ed:ee8d,E0-DD-29-8C-75-E6,11/16/2021,Morty (Lvl 1 Analyst),Medium,Active Threat Hunting,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.","Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",OktaRawLog
447,37.152.75.23,5f28:6786:2480:d11e:17c6:260b:4dac:4069,E1-B1-87-51-85-91,4/27/2022,Summer (Lvl 2 Analyst),Medium,Infrastructure Maintenance/Development,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.","Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",RecordedFuture_IOC_Enrichment
448,12.137.130.253,88cb:46d8:c888:7d9c:44c7:56ba:5b82:f27f,5D-39-C5-A9-68-41,7/9/2021,Rick (Lvl 3 Analyst),Mild,Forensics,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.","In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",Update-Watchlist-With-NamedLocation
449,8.46.88.154,ac6b:4dca:8d8b:48bc:90c5:90a8:aa15:97a5,D5-89-75-58-64-D6,7/21/2021,Morty (Lvl 1 Analyst),Critical,Active Threat Hunting,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.","Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",Incident-Email-Notification
450,226.145.11.99,a72c:1546:7ab1:fd71:4f73:8b68:e6c4:20b5,7E-FE-C8-3E-06-A1,2/12/2022,Morty (Lvl 1 Analyst),Mild,Passive Threat Detection (Failed Brute Force Attempt),"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,Get-AlertEntitiesEnrichment
451,116.148.50.89,d8fc:ed6a:2933:5e94:897e:ce13:c6c6:3f83,0A-13-7A-EF-1B-B9,7/18/2021,Summer (Lvl 2 Analyst),Mild,Passive Threat Detection (Maicious URL),"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,AD4IoT-MailbyProductionLine. Update playbook trigger names
452,153.93.70.7,2d79:dd7a:f897:b1bc:214e:ab12:386b:e3c8,EF-C9-5B-55-15-F4,1/19/2022,Summer (Lvl 2 Analyst),Mild,Passive Threat Detection (Traffic from known Bad IP),"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.","Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",Revoke-AADSignInSessions
453,87.129.2.109,239d:e7dc:3ea3:9ab3:b59f:2322:cbb0:3db8,14-94-66-8F-4A-40,11/27/2021,Morty (Lvl 1 Analyst),High,Passive Threat Detection (Traffic from known Bad IP),Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",Send-IngestionCostAlert
454,202.122.136.127,707b:f444:c905:743f:e7a1:525d:9231:d4b3,D4-54-DD-A7-ED-2A,9/12/2021,Morty (Lvl 1 Analyst),Critical,Forensics,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",Confirm-AADRiskyUser
455,9.250.119.125,c89:6546:2e09:adbb:48fa:20e8:7231:3769,25-03-48-C9-FB-18,3/26/2022,Rick (Lvl 3 Analyst),Critical,Passive Threat Detection (Failed Brute Force Attempt),"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.","In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",Revoke-AADSignInSessions
456,129.31.212.1,a25e:b715:8103:9f33:ff01:f54a:aa65:4187,DF-22-6F-C0-1B-2F,11/26/2021,Morty (Lvl 1 Analyst),Critical,Passive Threat Detection (Failed Brute Force Attempt),"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.","Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",QuickStart-SentinelTriggers
457,152.202.85.172,1975:44d0:b73a:1171:e262:6c7:8a6c:e8d9,BF-46-68-19-8E-67,7/15/2021,Summer (Lvl 2 Analyst),Mild,Incident Response (Breach),Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",Fortinet-FortiGate
458,57.12.165.67,5f31:9db7:3e29:14b9:ade0:e739:f6ec:15a7,62-7A-7B-40-42-79,8/26/2021,Morty (Lvl 1 Analyst),Mild,Active Threat Hunting,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.","Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",Dismiss_Upstream_Events
459,157.170.156.90,a80f:9dce:cf8f:e363:8d5d:ada0:d2e2:122a,70-F6-92-50-06-93,8/6/2021,Rick (Lvl 3 Analyst),Mild,Passive Threat Detection (Traffic from known Bad IP),"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,Watchlist-Add-HostToWatchList
460,247.62.242.133,32d2:fde7:d2b8:aaf1:c184:bb6f:6e9:3992,41-A4-67-C8-0D-78,12/29/2021,Summer (Lvl 2 Analyst),Critical,Forensics,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.","Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",Block-AADUser
461,230.198.159.180,368b:f3f2:f61c:1c12:563c:bdbf:8220:589b,A9-55-B8-CD-4D-01,4/8/2022,Rick (Lvl 3 Analyst),Mild,Forensics,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.","In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",Guardicore-Import-Incidents
462,229.23.130.153,7b78:d013:7ece:2178:fd6a:377a:bcbc:a3a3,33-80-B4-A8-4A-04,1/20/2022,Morty (Lvl 1 Analyst),Mild,Forensics,Phasellus in felis. Donec semper sapien a libero. Nam dui.,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",Send-UrlReport
463,27.186.189.232,fdf8:be2f:c1b6:89ff:cc70:65e7:a619:1389,42-38-C9-57-47-48,11/5/2021,Morty (Lvl 1 Analyst),Medium,Active Threat Hunting,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.","Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",Get-VirusTotalIPReport
